Locality,Longitude,Latitude,Unit or Fault,Line Type,Plunge,Trend,Altitude, notes
5-21-19-3,104.980352,32.542108, Fault, Slickenside,18,129,854.231663, 
5-21-19-3,104.980341,32.542065, Fault, Slickenside,8,109,862.391575, 
5-21-19-2,104.984971,32.538602, Fault, Slickenside,10,115,876.196262, 
5-21-19-1,104.987283,32.534255, Fault, Slickenside,15,131,853.543338, 
5-21-19-1,104.987305,32.534166, Fault, Slickenside,3,322,855.061131, 
5-21-19-1,104.987186,32.534077, Fault, Slickenside,14,131,868.800266, 
5-20-19-32,105.066712,32.598402, Pt, Fold Axis,59,267,1081.588623, 
5-20-19-24,105.077937,32.56126, Fault, Slickenside,16,177,882.451416, 
5-20-19-22,105.076136,32.55314, Fault, Slickenside,8,8,868.563965, May be recent
5-20-19-22,105.076186,32.551919, Fault, Slickenside,8,8,871.543823, 
5-20-19-22,105.076201,32.551933, Fault, Slickenside,8,8,870.294434, 
5-20-19-20,105.189264,32.65476, Fault, Slickenside,1,115,1229.726934, 
5-20-19-20,105.189234,32.654744, Fault, Slickenside,4,290,1229.68137, 
5-20-19-19,105.178974,32.649532, Fault, Slickenside,4,89,1116.349086, 
5-20-19-19,105.178923,32.649543, Fault, Slickenside,20,129,1108.224007, 
5-20-19-19,105.178869,32.649495, Fault, Slickenside,25,122,1105.807869, 
4-17-19-4,105.173901,32.641537, Fault, Slickenside,8,68,1009.663216, 
5-20-19-6,105.212495,32.608712, Fault, Slickenside,33,136,839.768398, 
5-20-19-6,105.212513,32.608721, Fault, Slickenside,30,149,846.26376, 
5-20-19-6,105.212455,32.608621, Fault, Slickenside,27,133,839.81918, 
5-20-19-6,105.212596,32.608461, Fault, Slickenside,49,173,844.47665, 
5-20-19-6,105.212596,32.60844, Fault, Slickenside,47,166,857.913174, 
5-20-19-5,105.213268,32.605974, Fault, Slickenside,0,171,835.745327, 
5-20-19-5,105.21327,32.605967, Fault, Slickenside,7,342,835.199062, 
5-20-19-5,105.213234,32.605894, Fault, Slickenside,23,325,827.454189, 
5-20-19-5,105.213234,32.605894, Fault, Slickenside,15,327,827.454189, 
5-20-19-5,105.213236,32.605896, Fault, Slickenside,35,326,826.604824, 
5-20-19-5,105.213179,32.605964, Fault, Slickenside,22,328,833.199306, 
5-20-19-5,105.213177,32.605966, Fault, Slickenside,25,345,834.133999, 
5-20-19-5,105.213184,32.605952, Fault, Slickenside,24,340,834.141201, 
5-20-19-5,105.213184,32.605952, Fault, Slickenside,10,345,834.141201, 
5-19-19-17,105.306399,32.609659, Fault, Slickenside,13,295,677.389604, 
5-19-19-17,105.306249,32.609636, Fault, Slickenside,50,59,684.975192, 
5-19-19-17,105.306299,32.609599, Fault, Slickenside,6,281,684.458273, 
5-19-19-17,105.306288,32.609599, Fault, Slickenside,8,92,685.909856, 
5-19-19-17,105.306276,32.609594, Fault, Slickenside,25,78,685.66562, 
5-19-19-17,105.306289,32.609598, Fault, Slickenside,10,95,684.118071, 
5-19-19-17,105.306299,32.609578, Fault, Slickenside,58,77,683.176034, 
5-19-19-17,105.306295,32.609581, Fault, Slickenside,45,98,683.568979, 
5-19-19-17,105.306339,32.609608, Fault, Slickenside,4,288,682.806452, 
5-19-19-17,105.306338,32.609611, Fault, Slickenside,9,275,681.451983, 
5-19-19-17,105.306416,32.609617, Fault, Slickenside,3,260,683.068694, 
5-19-19-17,105.306416,32.609617, Fault, Slickenside,1,272,683.068694, 
5-19-19-17,105.306416,32.609617, Fault, Slickenside,3,285,683.068694, 
5-19-19-17,105.306453,32.609595, Fault, Slickenside,22,301,681.324751, 
5-19-19-17,105.306454,32.609601, Fault, Slickenside,24,296,682.164011, 
5-19-19-17,105.306452,32.609612, Fault, Slickenside,13,295,683.166784, 
5-19-19-17,105.30646,32.609642, Fault, Slickenside,1,298,667.774258, 
5-19-19-16,105.327381,32.612563, Fault, Slickenside,21,224,627.73125, 
5-19-19-16,105.32738,32.612612, Fault, Slickenside,18,18,630.005337, 
5-19-19-16,105.327337,32.612565, Fault, Slickenside,25,219,625.079922, 
5-19-19-16,105.327429,32.612595, Fault, Slickenside,29,209,628.910922, 
5-19-19-16,105.327374,32.612566, Fault, Slickenside,5,211,625.508715, 
5-19-19-14,105.351714,32.621986, Fault, Slickenside,7,245,624.762976, 
5-19-19-14,105.351714,32.621986, Fault, Slickenside,7,249,624.762976, 
5-19-19-14,105.351734,32.621979, Fault, Lineation,12,44,624.278698, 
5-19-19-14,105.351709,32.622006, Fault, Slickenside,10,54,623.661413, 
5-19-19-14,105.351715,32.622003, Fault, Slickenside,3,228,623.862323, 
5-19-19-14,105.351728,32.622003, Fault, Slickenside,17,231,623.853, 
5-19-19-14,105.351728,32.622003, Fault, Slickenside,9,263,623.853, 
5-19-19-14,105.351728,32.622003, Fault, Slickenside,11,261,623.853, 
5-19-19-14,105.351714,32.622048, Fault, Slickenside,14,263,630.167439, 
5-19-19-14,105.351725,32.622064, Fault, Slickenside,2,89,631.951689, 
5-19-19-14,105.351725,32.622064, Fault, Slickenside,3,269,631.951689, 
5-19-19-14,105.351728,32.62205, Fault, Slickenside,4,270,632.28416, 
5-19-19-14,105.351696,32.62204, Fault, Slickenside,16,44,632.166074, 
5-19-19-14,105.351673,32.622031, Fault, Slickenside,0,82,632.18478, 
5-19-19-11,105.456476,32.672254, Fault, Slickenside,21,11,609.333584, 
5-19-19-11,105.456476,32.672254, Fault, Slickenside,27,5,609.333584, 
5-18-19-18,105.064613,32.693682, S, Fold Axis,77,268,1023.99992, 
5-18-19-18,105.064627,32.693685, S, Fold Axis,74,263,1028.852703, 
5-18-19-18,105.064621,32.693685, S, Fold Axis,65,274,1030.178387, 
5-18-19-17,105.0749,32.700853, Fault, Slickenside,83,294,924.436565, 
5-18-19-12,105.077623,32.713063, Fault, Slickenside,13,101,842.63908, 
5-18-19-12,105.077612,32.713058, Fault, Slickenside,15,98,843.041424, 
5-18-19-12,105.077643,32.713071, Fault, Slickenside,5,93,845.467083, 
5-18-19-12,105.077645,32.713051, Fault, Slickenside,7,95,845.03117, 
5-18-19-12,105.077681,32.713058, Fault, Slickenside,1,86,840.821819, 
5-18-19-10,105.077252,32.71832, Fault, Slickenside,28,95,808.267742, 
5-18-19-10,105.077286,32.718369, Fault, Slickenside,28,94,808.350994, 
5-18-19-8,105.079734,32.728553, S, Fold Axis,73,89,785.482586, 
5-18-19-8,105.07974,32.728538, S, Fold Axis,71,76,786.526653, 
5-18-19-8,105.07974,32.728538, S, Fold Axis,80,78,786.526653, 
5-18-19-8,105.07974,32.728538, S, Fold Axis,74,86,786.526653, 
5-18-19-6,105.039006,32.74741, Fault, Slickenside,21,274,754.644489, 
5-18-19-6,105.039006,32.74741, Fault, Slickenside,22,285,754.644489, 
5-18-19-6,105.038979,32.74756, Fault, Slickenside,23,283,761.409588, 
5-18-19-6,105.038988,32.747572, Fault, Slickenside,23,281,760.70573, 
5-18-19-6,105.038936,32.747515, Fault, Slickenside,27,280,765.51568, 
5-18-19-6,105.038921,32.747511, Fault, Slickenside,25,285,766.631402, 
5-18-19-6,105.038919,32.747501, Fault, Slickenside,31,299,765.906325, 
5-18-19-6,105.038911,32.747551, Fault, Slickenside,29,289,765.633465, 
5-18-19-6,105.03892,32.74756, Fault, Slickenside,24,292,764.128582, 
5-18-19-6,105.038923,32.74756, Fault, Slickenside,29,296,763.576702, 
5-18-19-6,105.038923,32.747561, Fault, Slickenside,25,299,766.225506, 
5-18-19-4,104.894956,32.706009, Fault, Slickenside,19,279,1037.185535, 
5-18-19-4,104.894956,32.706009, Fault, Slickenside,8,280,1037.185535, 
5-18-19-4,104.89408,32.706575, Fault, Slickenside,6,272,1105.182117, 
5-18-19-4,104.894105,32.706588, Fault, Slickenside,10,279,1098.285389, 
5-17-19-20,104.757076,32.81174, S, Fold Axis,17,172,1662.892167, 
5-17-19-20,104.757119,32.811734, S, Fold Axis,11,169,1661.251901, 
5-17-19-19,104.756056,32.821349, S, Fold Axis,14,201,1549.153831, 
5-17-19-19,104.755991,32.821478, S, Fold Axis,38,235,1551.553123, 
5-17-19-19,104.75598,32.821476, S, Fold Axis,22,227,1550.303856, 
5-17-19-19,104.756,32.821475, S, Fold Axis,17,215,1549.466576, 
5-17-19-19,104.756,32.821475, S, Fold Axis,10,216,1549.466576, 
5-17-19-18,104.75886,32.831589, S, Fold Axis,10,158,1536.946678, 
5-17-19-18,104.758858,32.831667, S, Fold Axis,8,134,1536.562157, 
5-17-19-18,104.758832,32.83165, S, Fold Axis,8,131,1536.664452, 
5-17-19-18,104.758826,32.831642, S, Fold Axis,43,144,1532.729881, 
5-17-19-18,104.758756,32.831605, S, Fold Axis,12,158,1531.727562, 
5-17-19-18,104.758219,32.836704, S, Fold Axis,56,117,1516.747551, 
5-17-19-18,104.758238,32.836713, S, Fold Axis,23,123,1518.311774, 
5-17-19-17,104.758746,32.849728, Fault, Slickenside,51,117,1487.836182, 
5-17-19-17,104.758837,32.849703, Fault, Slickenside,40,126,1489.454247, 
5-17-19-15,104.796512,32.870265, Fault, Slickenside,13,272,868.925926, 
5-17-19-15,104.796498,32.870272, Fault, Slickenside,2,89,867.747215, 
5-17-19-15,104.796531,32.870508, Fault, Slickenside,19,37,871.193993, 
5-17-19-15,104.796423,32.870774, S, Fold Axis,35,90,870.386375, 
5-17-19-15,104.796441,32.870785, S, Fold Axis,53,86,869.01284, 
5-17-19-15,104.796462,32.870783, S, Fold Axis,37,50,863.738182, 
5-17-19-15,104.796535,32.870888, S, Fold Axis,15,251,876.091454, 
5-17-19-15,104.796549,32.870892, S, Fold Axis,13,253,875.682762, 
5-17-19-15,104.796574,32.870899, S, Fold Axis,17,261,859.121727, 
5-17-19-15,104.79647,32.870992, Fault, Slickenside,27,63,875.904814, 
5-17-19-15,104.796458,32.870982, Fault, Slickenside,13,34,877.778819, 
5-17-19-15,104.796456,32.870988, Fault, Slickenside,33,44,877.915292, 
5-17-19-15,104.79644,32.870988, Fault, Slickenside,15,75,877.981603, 
5-17-19-15,104.796414,32.871037, Fault, Slickenside,29,66,882.055565, 
5-17-19-15,104.796356,32.87107, Fault, Slickenside,22,49,877.437889, 
5-17-19-15,104.796515,32.871243, S, Fold Axis,58,101,868.741112, 
5-17-19-15,104.796515,32.871243, S, Fold Axis,35,82,868.741112, 
5-17-19-15,104.796621,32.871387, Fault, Slickenside,26,71,866.440942, 
5-17-19-15,104.796539,32.871119, Fault, Slickenside,2,82,872.829735, 
5-17-19-15,104.796539,32.871119, Fault, Slickenside,7,86,872.829735, 
5-17-19-15,104.796543,32.871121, Fault, Slickenside,7,263,873.150658, 
5-17-19-15,104.79652,32.871108, Fault, Slickenside,7,272,872.861717, 
5-17-19-15,104.796489,32.871092, Fault, Slickenside,7,269,873.265282, 
5-17-19-15,104.796472,32.871129, S, Fold Axis,52,64,871.001122, 
5-17-19-15,104.796472,32.871129, S, Fold Axis,60,62,871.001122, 
5-17-19-15,104.796464,32.871127, S, Fold Axis,53,69,870.410301, 
5-17-19-15,104.79642,32.871083, Fault, Slickenside,9,61,872.64492, 
5-17-19-15,104.79635,32.870691, Fault, Slickenside,18,257,872.313011, 
5-17-19-15,104.796437,32.870582, Fault, Slickenside,4,50,871.476219, 
5-17-19-15,104.796314,32.870561, Fault, Slickenside,4,50,873.693016, 
5-17-19-12,104.72768,32.926665, Fault, Slickenside,42,245,893.809902, 
5-17-19-12,104.727695,32.926692, Fault, Slickenside,7,89,895.669765, 
5-17-19-12,104.727576,32.92662, Fault, Slickenside,11,97,894.501553, 
5-17-19-12,104.727576,32.92662, Fault, Slickenside,16,101,894.501553, 
5-17-19-12,104.727444,32.926567, Fault, Slickenside,38,222,902.37228, 
5-17-19-12,104.727443,32.926583, Fault, Slickenside,40,223,905.043789, 
5-17-19-12,104.727464,32.926568, Fault, Slickenside,42,99,912.454922, 
5-17-19-12,104.72747,32.926551, Fault, Slickenside,38,100,919.595791, 
5-17-19-12,104.72747,32.926551, Fault, Slickenside,28,81,919.595791, 
5-17-19-11,104.724237,32.928984, Fault, Slickenside,24,102,900.994473, 
5-17-19-11,104.724346,32.929018, Fault, Slickenside,23,71,908.308437, 
5-17-19-11,104.724196,32.929069, Fault, Slickenside,9,100,912.11166, 
5-17-19-11,104.724157,32.929065, Fault, Slickenside,5,108,912.847012, 
5-17-19-11,104.724104,32.929065, Fault, Slickenside,31,296,913.55685, 
5-17-19-11,104.724106,32.929074, Fault, Slickenside,1,113,913.05563, 
5-17-19-10,104.717278,32.933595, Fault, Slickenside,53,249,901.204331, 
5-17-19-10,104.717278,32.933598, Fault, Slickenside,16,289,902.463851, 
5-17-19-10,104.717278,32.933598, Fault, Slickenside,26,292,902.463851, 
5-17-19-10,104.717286,32.933597, Fault, Slickenside,47,260,900.981031, 
5-17-19-10,104.717312,32.933589, Fault, Slickenside,21,131,902.451752, 
5-17-19-10,104.717372,32.933599, Fault, Slickenside,44,193,902.882694, 
5-17-19-10,104.717361,32.933594, Fault, Slickenside,53,252,902.77821, 
5-17-19-10,104.717337,32.933636, Fault, Slickenside,53,258,901.493901, 
5-17-19-10,104.717329,32.933652, Fault, Slickenside,41,272,905.983568, 
5-17-19-10,104.717335,32.933678, Fault, Slickenside,21,333,913.96188, 
5-17-19-10,104.717157,32.933607, Fault, Slickenside,9,332,915.318829, 
5-17-19-10,104.717135,32.933607, Fault, Slickenside,40,351,914.980312, 
5-17-19-10,104.717196,32.933661, Fault, Slickenside,48,338,910.38583, 
5-17-19-10,104.717193,32.933657, Fault, Slickenside,42,333,910.960415, 
5-17-19-10,104.717112,32.933665, Fault, Slickenside,24,327,915.822475, 
5-17-19-10,104.717121,32.93366, Fault, Slickenside,40,317,912.665737, 
5-17-19-10,104.717121,32.93366, Fault, Slickenside,43,317,912.665737, 
5-17-19-10,104.717201,32.933699, Fault, Slickenside,34,331,910.282314, 
5-17-19-10,104.717204,32.933705, Fault, Slickenside,41,315,909.825541, 
5-17-19-10,104.717194,32.933706, Fault, Slickenside,47,330,910.582289, 
5-17-19-10,104.717194,32.933706, Fault, Slickenside,39,331,910.582289, 
5-17-19-10,104.717182,32.933703, Fault, Slickenside,49,320,910.593944, 
5-17-19-10,104.717086,32.933865, Fault, Slickenside,16,245,919.804775, 
5-17-19-10,104.717144,32.933829, Fault, Slickenside,0,109,915.760952, 
5-17-19-10,104.717174,32.933897, Fault, Slickenside,8,290,912.901699, 
5-17-19-10,104.717147,32.933903, Fault, Slickenside,3,313,917.426601, 
5-17-19-10,104.717147,32.933903, Fault, Slickenside,2,320,917.426601, 
5-17-19-10,104.717174,32.933694, D, Fold Axis,3,120,906.482754, 
5-17-19-10,104.717174,32.933694, D, Fold Axis,24,117,906.482754, 
5-17-19-8,104.699934,33.002003, Fault, Slickenside,15,262,1697.616692, 
5-17-19-7,104.696815,32.998858, Fault, Slickenside,2,281,1556.196247, 
5-17-19-7,104.696935,32.999438, Fault, Slickenside,5,281,1728.45406, 
5-17-19-7,104.696935,32.999438, Fault, Slickenside,7,287,1728.45406, 
5-17-19-6,104.692815,32.986103, Fault, Slickenside,7,65,1451.292927, 
5-17-19-6,104.69281,32.986103, Fault, Slickenside,2,228,1452.849445, 
5-17-19-5,104.686001,32.980585, Fault, Slickenside,17,248,1284.500202, 
5-17-19-5,104.685934,32.980568, Fault, Slickenside,19,252,1283.184772, 
5-17-19-5,104.685943,32.980574, Fault, Slickenside,23,252,1284.486897, 
5-17-19-5,104.685919,32.980564, Fault, Slickenside,16,359,1287.144367, 
5-17-19-1,104.677139,32.959937, Fault, Slickenside,12,283,1057.695026, 
5-17-19-1,104.677141,32.959938, Fault, Slickenside,55,274,1055.681843, 
5-17-19-1,104.677025,32.95995, Fault, Slickenside,14,298,1058.665325, 
5-17-19-1,104.677025,32.95995, Fault, Slickenside,21,296,1058.665325, 
5-17-19-1,104.677019,32.95994, Fault, Slickenside,54,282,1058.656287, 
5-17-19-1,104.677015,32.959937, Fault, Slickenside,11,296,1059.137653, 
5-17-19-1,104.677014,32.959937, Fault, Slickenside,4,305,1058.813557, 
5-17-19-1,104.67702,32.959929, Fault, Slickenside,17,300,1060.892536, 
5-17-19-1,104.677103,32.959929, Fault, Slickenside,1,126,1057.370564, 
5-17-19-1,104.677102,32.959945, Fault, Slickenside,13,285,1056.663776, 
5-17-19-1,104.677102,32.959945, Fault, Slickenside,1,112,1056.663776, 
5-17-19-1,104.677106,32.959947, Fault, Slickenside,20,140,1055.265461, 
5-17-19-1,104.677235,32.95974, Fault, Slickenside,28,285,1067.933308, 
5-17-19-1,104.677236,32.959729, Fault, Slickenside,19,283,1065.241779, 
5-17-19-1,104.677326,32.959821, Fault, Slickenside,14,291,1065.539631, 
5-17-19-1,104.677553,32.959963, Fault, Slickenside,29,104,1064.585041, 
5-17-19-1,104.677566,32.959982, Fault, Slickenside,30,101,1063.986042, 
5-17-19-1,104.677351,32.959866, Fault, Slickenside,4,285,1067.304372, 
5-17-19-1,104.677351,32.959866, Fault, Slickenside,6,103,1067.304372, 
5-17-19-1,104.677336,32.959867, Fault, Slickenside,39,135,1068.469137, 
5-17-19-1,104.677336,32.959867, Fault, Slickenside,62,150,1068.469137, 
5-17-19-1,104.677313,32.95989, Fault, Slickenside,2,100,1067.847736, 
5-17-19-1,104.677328,32.959963, Fault, Slickenside,1,281,1065.702351, 
5-17-19-1,104.677328,32.959963, Fault, Slickenside,4,281,1065.702351, 
5-16-19-14,104.162279,33.08485, Fault, Slickenside,0,123,1715.22393, 
5-16-19-14,104.162279,33.08485, Fault, Slickenside,1,295,1715.22393, 
5-16-19-14,104.162279,33.08485, Fault, Slickenside,31,134,1715.22393, 
5-16-19-13,104.189802,33.070541, Fault, Slickenside,15,358,1603.190583, 
5-16-19-13,104.189802,33.070541, Fault, Slickenside,33,334,1603.190583, 
5-16-19-13,104.189789,33.070533, Fault, Slickenside,46,40,1603.147523, 
5-16-19-13,104.18977,33.07052, Fault, Slickenside,11,332,1603.491768, 
5-16-19-13,104.18977,33.07052, Fault, Slickenside,13,339,1603.491768, 
5-16-19-13,104.189785,33.07053, Fault, Slickenside,21,341,1603.791557, 
5-16-19-13,104.189791,33.070522, Fault, Slickenside,22,323,1604.662163, 
5-16-19-13,104.189747,33.070608, Fault, Slickenside,66,120,1606.113091, 
5-16-19-13,104.189747,33.070608, Fault, Slickenside,63,129,1606.113091, 
5-16-19-13,104.189728,33.070507, Fault, Slickenside,37,351,1595.889392, 
5-16-19-13,104.189728,33.070507, Fault, Slickenside,1,336,1595.889392, 
5-16-19-13,104.189735,33.070494, Fault, Slickenside,50,138,1597.774712, 
5-16-19-13,104.189687,33.070506, Fault, Slickenside,17,153,1598.16729, 
5-16-19-13,104.189678,33.070512, Fault, Slickenside,19,150,1597.935356, 
5-16-19-13,104.189678,33.070512, Fault, Slickenside,18,160,1597.935356, 
5-16-19-13,104.189627,33.070541, Fault, Slickenside,13,359,1602.554008, 
5-16-19-13,104.189609,33.070587, Fault, Slickenside,49,14,1602.88018, 
5-16-19-13,104.189629,33.070605, Fault, Slickenside,2,135,1599.272758, 
5-16-19-12,104.181919,32.892135, Fault, Slickenside,22,327,2630.186367, 
5-16-19-12,104.181919,32.892135, Fault, Slickenside,20,353,2630.186367, 
5-16-19-12,104.18195,32.892214, Fault, Slickenside,24,352,2629.471035, 
5-16-19-12,104.181971,32.892228, Fault, Slickenside,10,359,2627.602321, 
5-16-19-12,104.181993,32.892252, Fault, Slickenside,15,12,2626.409512, 
5-16-19-12,104.181993,32.892252, Fault, Slickenside,9,353,2626.409512, 
5-16-19-12,104.182032,32.892291, Fault, Slickenside,11,218,2625.260176, 
5-16-19-12,104.182007,32.892288, Fault, Slickenside,17,145,2625.373349, 
5-16-19-12,104.182007,32.892288, Fault, Slickenside,59,262,2625.373349, 
5-16-19-12,104.18201,32.892296, Fault, Slickenside,54,257,2625.290186, 
5-16-19-12,104.181991,32.892288, Fault, Slickenside,22,336,2625.220675, 
5-16-19-12,104.18199,32.892293, Fault, Slickenside,22,337,2625.682841, 
5-16-19-12,104.181993,32.8923, Fault, Slickenside,39,337,2625.091459, 
5-16-19-11,104.173513,32.88886, Fault, Slickenside,10,333,2574.537197, 
5-16-19-10,104.177081,32.87344, Fault, Slickenside,5,356,2458.244961, 
5-16-19-10,104.177084,32.87344, Fault, Slickenside,1,170,2458.995205, 
5-16-19-10,104.177056,32.873511, Fault, Slickenside,6,343,2456.406582, 
5-16-19-10,104.177765,32.87328, Fault, Slickenside,5,117,2460.041103, 
5-16-19-10,104.177761,32.87328, Fault, Slickenside,5,116,2460.286465, 
5-16-19-10,104.177767,32.873375, Fault, Slickenside,16,136,2459.436123, 
5-16-19-10,104.17777,32.873378, Fault, Slickenside,11,135,2461.80917, 
5-16-19-10,104.177791,32.873387, Fault, Slickenside,8,108,2468.233974, 
5-16-19-10,104.177842,32.87333, Fault, Lineation,0,106,2505.257656, 
5-16-19-9,104.186761,32.851207, Fault, Slickenside,2,359,2320.180867, 
5-16-19-9,104.186715,32.8512, Fault, Slickenside,9,172,2321.42742, 
5-16-19-9,104.186711,32.851201, Fault, Slickenside,8,180,2320.959108, 
5-16-19-9,104.186609,32.851239, Fault, Slickenside,36,340,2323.559902, 
5-16-19-9,104.186661,32.851221, Fault, Slickenside,46,165,2329.794765, 
5-16-19-9,104.186652,32.851218, Fault, Slickenside,42,165,2329.414639, 
5-16-19-9,104.186658,32.851234, Fault, Slickenside,11,336,2327.988369, 
5-16-19-9,104.186703,32.85121, Fault, Slickenside,2,350,2328.119717, 
5-16-19-9,104.186694,32.851219, Fault, Slickenside,4,350,2325.683681, 
5-16-19-9,104.186712,32.85122, Fault, Slickenside,25,334,2321.805996, 
5-16-19-9,104.186766,32.851247, Fault, Slickenside,10,331,2322.30209, 
5-16-19-7,104.182081,32.835152, Fault, Slickenside,14,294,2307.804669, Left slip fault
5-16-19-7,104.182076,32.835138, Fault, Slickenside,18,307,2308.437513, 
5-16-19-7,104.182066,32.835109, Fault, Slickenside,13,296,2307.598023, 
5-16-19-8,104.169289,32.829148, Fault, Slickenside,33,72,2393.088711, 
5-16-19-8,104.169279,32.829149, Fault, Slickenside,44,77,2391.298183, 
5-16-19-7,104.17622,32.832576, Fault, Slickenside,26,149,2348.469082, 
5-16-19-6,104.215937,32.795499, Fault, Slickenside,43,278,2312.943142, 
5-16-19-6,104.215947,32.795502, Fault, Slickenside,8,264,2312.443874, 
5-16-19-6,104.215728,32.795526, Fault, Slickenside,66,320,2313.15237, 
5-16-19-5,104.213843,32.799715, Fault, Slickenside,4,191,2313.732731, 
5-16-19-5,104.213587,32.79997, Fault, Slickenside,56,220,2308.937726, 
5-16-19-5,104.213581,32.799957, Fault, Slickenside,56,219,2309.212605, 
5-16-19-5,104.213486,32.800138, Fault, Slickenside,30,0,2311.276825, 
5-16-19-5,104.213478,32.800136, Fault, Slickenside,34,356,2310.428767, 
5-16-19-5,104.213502,32.80015, Fault, Slickenside,56,294,2309.548624, 
5-16-19-5,104.213502,32.80015, Fault, Slickenside,54,298,2309.548624, 
5-16-19-5,104.213503,32.800157, Fault, Slickenside,57,289,2310.085033, 
5-16-19-5,104.213504,32.800171, Fault, Slickenside,54,318,2309.563177, 
5-16-19-5,104.213537,32.800144, Fault, Slickenside,27,3,2307.091701, 
5-16-19-5,104.213536,32.800082, Fault, Slickenside,68,2,2306.260255, 
5-16-19-5,104.213543,32.800085, Fault, Slickenside,55,348,2306.041811, 
5-16-19-5,104.213545,32.800082, Fault, Slickenside,59,344,2306.065482, 
5-16-19-5,104.213587,32.800102, Fault, Slickenside,31,329,2319.591999, 
5-16-19-5,104.213587,32.800102, Fault, Slickenside,16,142,2319.591999, 
5-16-19-5,104.213587,32.800102, Fault, Slickenside,13,137,2319.591999, 
5-16-19-5,104.213573,32.800114, Fault, Slickenside,34,219,2327.377399, 
5-16-19-5,104.213573,32.800114, Fault, Slickenside,41,346,2327.377399, 
5-16-19-5,104.213606,32.800151, Fault, Slickenside,39,193,2302.593952, 
5-16-19-5,104.213606,32.800151, Fault, Slickenside,50,9,2302.593952, 
5-16-19-5,104.213606,32.800151, Fault, Slickenside,51,2,2302.593952, 
5-16-19-5,104.213606,32.800151, Fault, Slickenside,45,199,2302.593952, 
5-16-19-5,104.213606,32.800151, Fault, Slickenside,48,197,2302.593952, 
5-16-19-3,104.211361,32.809527, Fault, Slickenside,59,85,2297.502644, 
5-16-19-3,104.211354,32.809515, Fault, Slickenside,40,86,2298.240437, 
5-16-19-3,104.211326,32.809527, Fault, Slickenside,44,79,2298.431355, 
5-16-19-3,104.211326,32.809527, Fault, Slickenside,50,78,2298.431355, 
5-16-19-3,104.211335,32.809527, Fault, Slickenside,46,86,2298.918659, 
5-16-19-3,104.211324,32.809514, Fault, Slickenside,73,137,2297.594929, 
5-16-19-3,104.211322,32.809504, Fault, Slickenside,28,225,2296.849079, 
5-16-19-3,104.2114,32.809522, Fault, Slickenside,11,66,2303.76656, 
5-16-19-3,104.211397,32.809533, Fault, Slickenside,11,78,2302.593708, 
5-16-19-3,104.211343,32.809684, Fault, Slickenside,34,89,2310.205524, 
5-16-19-3,104.211352,32.809708, Fault, Slickenside,17,88,2308.505329, 
5-16-19-3,104.211479,32.809571, Fault, Slickenside,32,73,2309.850544, 
5-16-19-3,104.211479,32.809571, Fault, Slickenside,16,285,2309.850544, 
5-16-19-3,104.211478,32.809574, Fault, Slickenside,61,94,2309.912067, 
5-16-19-3,104.211211,32.809464, Fault, Slickenside,31,185,2296.050536, 
5-16-19-3,104.211258,32.809508, Fault, Slickenside,8,202,2296.131306, 
5-16-19-3,104.211068,32.809366, Fault, Slickenside,50,310,2300.010208, 
5-16-19-2,104.204901,32.825146, Fault, Slickenside,26,171,2296.166218, 
5-16-19-2,104.204878,32.825112, Fault, Slickenside,5,146,2298.035889, 
5-16-19-2,104.204879,32.825168, Fault, Slickenside,6,179,2300.222858, 
5-16-19-2,104.204863,32.825147, Fault, Slickenside,43,193,2299.30904, 
5-16-19-2,104.204883,32.825172, Fault, Slickenside,41,151,2296.187946, 
5-16-19-2,104.204841,32.825156, Fault, Slickenside,4,148,2305.7607, 
5-16-19-2,104.20484,32.82515, Fault, Slickenside,1,134,2305.835163, 
5-16-19-2,104.204826,32.825112, Fault, Slickenside,12,136,2303.577106, 
5-16-19-2,104.20482,32.825085, Fault, Slickenside,18,323,2305.01778, 
5-16-19-2,104.204826,32.825088, Fault, Slickenside,21,323,2304.081745, 
5-15-19-23,104.23052,32.78332, Fault, Slickenside,15,348,2321.994411, 
5-15-19-23,104.23052,32.78332, Fault, Slickenside,10,344,2321.994411, 
5-15-19-23,104.230519,32.783353, Fault, Slickenside,17,75,2321.653103, 
5-15-19-23,104.230524,32.783374, Fault, Slickenside,7,88,2320.654079, 
5-15-19-23,104.230524,32.783374, Fault, Slickenside,14,79,2320.654079, 
5-15-19-23,104.230514,32.783395, Fault, Slickenside,24,55,2323.772243, 
5-15-19-23,104.230514,32.783395, Fault, Slickenside,37,48,2323.772243, 
5-15-19-23,104.230514,32.783395, Fault, Slickenside,22,74,2323.772243, 
5-15-19-23,104.230595,32.783351, Fault, Slickenside,7,320,2328.789333, 
5-15-19-23,104.230582,32.783371, Fault, Slickenside,19,324,2326.275661, 
5-15-19-23,104.230592,32.783367, Fault, Slickenside,20,316,2326.805447, 
5-15-19-23,104.230607,32.78336, Fault, Slickenside,13,325,2326.118191, 
5-15-19-23,104.230621,32.783356, Fault, Slickenside,20,321,2328.604031, 
5-15-19-23,104.230673,32.783367, Fault, Slickenside,16,312,2325.206326, 
5-15-19-23,104.230673,32.783367, Fault, Slickenside,8,331,2325.206326, 
5-15-19-23,104.230673,32.783367, Fault, Slickenside,4,327,2325.206326, 
