Locality,Longitude,Latitude,Unit or Fault,Line Type,Plunge,Trend,Altitude, notes
4-26-19-9,104.648322,32.166075, Fault, Slickenside,15,186,968.214223, 
4-26-19-9,104.648303,32.166058, Fault, Slickenside,27,201,968.318561, 
4-26-19-9,104.648298,32.166067, Fault, Slickenside,10,196,968.083735, 
4-26-19-9,104.648298,32.166067, Fault, Slickenside,12,208,968.083735, 
4-26-19-9,104.648315,32.166131, Fault, Slickenside,8,206,967.191594, 
4-26-19-9,104.648299,32.166111, Fault, Slickenside,5,92,967.622703, 
4-26-19-9,104.648257,32.166105, Fault, Slickenside,0,257,969.21563, 
4-26-19-9,104.648257,32.166105, Fault, Slickenside,5,73,969.21563, 
4-26-19-9,104.648284,32.166106, Fault, Slickenside,4,86,969.522977, 
4-26-19-8,104.664938,32.155324, Fault, Slickenside,36,238,951.36944, 
4-26-19-8,104.664863,32.155265, Fault, Slickenside,48,282,950.989336, 
4-26-19-8,104.665077,32.155288, Fault, Slickenside,40,234,951.930607, 
4-26-19-8,104.665077,32.155288, Fault, Slickenside,13,291,951.930607, 
4-26-19-8,104.665077,32.155288, Fault, Slickenside,39,238,951.930607, 
4-26-19-6,104.6904,32.13445, S, Slickenside,46,30,898.880287, 
4-26-19-6,104.690322,32.134433, S, Slickenside,41,7,896.6558, 
4-26-19-6,104.689808,32.134307, S, Slickenside,53,349,1001.944496, 
4-26-19-4,104.67589,32.115521, Fault, Slickenside,36,240,804.834023, 
4-26-19-4,104.67589,32.115521, Fault, Slickenside,36,247,804.834023, 
4-26-19-4,104.675904,32.115484, Fault, Slickenside,22,273,803.350502, 
4-26-19-4,104.675926,32.115444, S, Fold Axis,53,332,804.462807, 
4-26-19-4,104.675752,32.115446, Fault, Slickenside,20,247,801.882289, 
4-26-19-4,104.675761,32.115451, Fault, Slickenside,20,245,801.74162, 
4-26-19-4,104.675749,32.115448, Fault, Slickenside,16,226,800.996408, 
4-26-19-4,104.675754,32.115434, Fault, Slickenside,16,261,800.9107, 
4-26-19-4,104.675707,32.115384, Fault, Slickenside,6,256,801.484104, 
4-26-19-4,104.675723,32.115371, Fault, Slickenside,11,246,801.170329, 
4-26-19-4,104.675717,32.115366, Fault, Slickenside,2,266,804.733559, 
4-26-19-4,104.675717,32.115366, Fault, Slickenside,5,241,804.733559, 
4-26-19-4,104.675685,32.115344, Fault, Slickenside,2,232,800.303383, 
4-26-19-4,104.675672,32.115342, Fault, Slickenside,0,47,799.809242, 
4-26-19-4,104.675687,32.115332, Fault, Slickenside,33,251,798.346107, 
4-26-19-4,104.675694,32.115335, Fault, Slickenside,25,241,789.114296, 
4-26-19-4,104.675682,32.115344, Fault, Slickenside,20,241,788.858681, 
4-26-19-4,104.675669,32.115287, Fault, Slickenside,29,229,794.92133, 
4-26-19-4,104.675665,32.11529, Fault, Slickenside,18,234,795.219002, 
4-26-19-4,104.675674,32.115284, Fault, Slickenside,25,220,794.4496, 
4-26-19-4,104.675653,32.115302, Fault, Slickenside,21,220,792.242423, 
4-26-19-4,104.675653,32.115302, Fault, Slickenside,29,221,792.242423, 
4-26-19-4,104.675644,32.115295, Fault, Slickenside,20,249,794.447776, 
4-26-19-4,104.675691,32.11527, Fault, Slickenside,15,233,796.361741, 
4-26-19-4,104.675691,32.11527, Fault, Slickenside,14,216,796.361741, 
4-26-19-4,104.675642,32.115286, Fault, Slickenside,23,229,796.198232, 
4-26-19-4,104.675642,32.115278, Fault, Slickenside,25,215,794.932919, 
4-26-19-4,104.675643,32.11529, Fault, Slickenside,19,231,794.031111, 
4-26-19-4,104.675613,32.115267, Fault, Slickenside,16,241,795.857696, 
4-26-19-4,104.675647,32.11524, Fault, Slickenside,12,233,794.306655, 
4-26-19-4,104.675674,32.115219, Fault, Slickenside,22,235,794.802871, 
4-26-19-4,104.675636,32.115241, Fault, Slickenside,16,224,794.611317, 
4-26-19-4,104.675642,32.115248, Fault, Slickenside,12,225,794.515688, 
4-26-19-4,104.675619,32.115255, Fault, Slickenside,16,230,796.999184, 
4-26-19-4,104.675585,32.115272, Fault, Slickenside,27,235,797.544716, 
4-26-19-4,104.675598,32.115268, Fault, Slickenside,21,224,799.347816, 
4-26-19-4,104.675618,32.115249, Fault, Slickenside,18,233,802.281044, 
4-26-19-4,104.675579,32.115143, Fault, Slickenside,3,74,798.57328, 
4-26-19-4,104.675595,32.115141, Fault, Slickenside,7,251,805.09977, 
4-26-19-4,104.675595,32.115141, Fault, Slickenside,11,253,805.09977, 
4-26-19-4,104.675151,32.114959, S, Fold Axis,29,352,826.150673, 
4-26-19-4,104.675814,32.115419, Fault, Slickenside,19,231,797.076576, 
4-26-19-3,104.669753,32.109409, S, Fold Axis,44,69,805.884193, 
4-26-19-3,104.669658,32.109392, S, Fold Axis,43,59,812.49369, 
4-26-19-1,104.66912,32.100981, Fault, Slickenside,71,39,756.296669, 
4-26-19-1,104.669234,32.100899, Fault, Slickenside,58,47,757.941248, 
4-26-19-1,104.669294,32.100843, Fault, Slickenside,29,68,755.697547, 
4-26-19-1,104.669296,32.100809, Fault, Slickenside,37,358,771.360638, 
4-25-19-17,104.491431,32.159948, Fault, Slickenside,1,212,867.549654, 
4-25-19-17,104.49144,32.159722, S, Fold Axis,28,268,867.462732, 
4-25-19-15,104.523821,32.140483, S, Fold Axis,27,229,820.664738, 
4-25-19-15,104.523852,32.140476, S, Fold Axis,33,230,821.956974, 
4-25-19-15,104.523867,32.140475, S, Fold Axis,38,233,817.730412, 
4-25-19-15,104.523805,32.140441, Fault, Slickenside,29,244,826.646915, 
4-25-19-15,104.523767,32.140529, S, Fold Axis,43,237,816.530338, 
4-25-19-14,104.538824,32.133805, S, Fold Axis,41,283,816.103825, 
4-25-19-14,104.538779,32.133826, S, Fold Axis,49,269,820.965275, 
4-25-19-14,104.538775,32.133812, S, Fold Axis,54,256,827.034855, 
4-25-19-10,104.604946,32.096444, Fault, Slickenside,9,316,786.13969, 
4-25-19-8,104.639506,32.081994, S, Fold Axis,27,7,761.121624, 
4-25-19-8,104.63949,32.081986, S, Fold Axis,46,10,757.341839, 
4-25-19-8,104.639499,32.081981, S, Fold Axis,46,355,758.513958, 
4-25-19-8,104.639524,32.082001, S, Fold Axis,56,5,759.653118, 
4-25-19-8,104.639383,32.082158, S, Fold Axis,65,67,761.704876, 
4-25-19-8,104.639769,32.08179, Fault, Slickenside,24,11,765.748821, 
4-25-19-8,104.639837,32.081843, Fault, Slickenside,21,17,758.7122, 
4-25-19-8,104.639843,32.081844, Fault, Slickenside,21,12,759.937542, 
4-25-19-8,104.639843,32.081844, Fault, Slickenside,2,183,759.937542, 
4-25-19-7,104.653169,32.084291, Fault, Slickenside,0,37,742.522625, 
4-25-19-6,104.663665,32.086095, Fault, Slickenside,2,245,756.860716, 
4-25-19-6,104.663678,32.086085, Fault, Slickenside,65,285,756.297537, 
4-25-19-6,104.663722,32.0861, Fault, Slickenside,28,265,757.962444, 
4-25-19-6,104.663723,32.086121, Fault, Slickenside,30,269,757.402142, 
4-25-19-6,104.66365,32.086164, Fault, Slickenside,27,261,754.151409, 
4-25-19-6,104.66365,32.086161, Fault, Slickenside,2,245,753.841228, 
4-25-19-6,104.663677,32.086139, Fault, Slickenside,3,170,753.461468, 
4-25-19-6,104.663666,32.086131, Fault, Slickenside,5,72,753.631512, 
4-25-19-6,104.663666,32.086131, Fault, Slickenside,6,74,753.631512, 
4-25-19-6,104.663655,32.086135, Fault, Slickenside,35,280,753.51347, 
4-25-19-6,104.663601,32.086133, Fault, Slickenside,6,122,754.509808, 
4-25-19-6,104.663606,32.086153, Fault, Slickenside,8,249,755.774944, 
4-25-19-6,104.663576,32.086166, Fault, Slickenside,23,249,754.183392, 
4-25-19-6,104.663576,32.086166, Fault, Slickenside,5,63,754.183392, 
4-25-19-6,104.663553,32.086147, Fault, Slickenside,24,259,753.514812, 
4-25-19-6,104.66354,32.086135, Fault, Slickenside,2,275,752.10783, 
4-25-19-6,104.66354,32.086135, Fault, Slickenside,5,275,752.10783, 
4-25-19-6,104.663538,32.086126, Fault, Slickenside,3,94,751.27055, 
4-25-19-6,104.663523,32.086155, Fault, Slickenside,5,277,753.701458, 
4-25-19-2,104.639617,31.993601, Fault, Slickenside,3,41,657.233643, 
4-25-19-2,104.639617,31.993601, Fault, Slickenside,1,43,657.233643, 
4-25-19-2,104.639607,31.993563, Fault, Slickenside,28,228,658.806885, 
4-25-19-2,104.639555,31.99357, Fault, Slickenside,29,247,659.108521, 
4-25-19-2,104.639571,31.993562, Fault, Slickenside,40,251,659.01001, 
4-25-19-2,104.639424,31.993438, Fault, Slickenside,14,238,660.686646, 
4-25-19-2,104.639461,31.993407, Fault, Slickenside,21,256,660.018066, 
4-25-19-2,104.639468,31.993427, Fault, Slickenside,20,231,659.666016, 
4-25-19-2,104.638573,31.992775, Fault, Slickenside,13,8,667.989258, 
4-25-19-2,104.638496,31.992688, Fault, Slickenside,36,313,655.039307, 
4-25-19-2,104.638418,31.992531, Fault, Slickenside,6,13,662.206299, 
4-25-19-2,104.638422,31.992538, Fault, Slickenside,9,12,664.143311, 
4-25-19-2,104.638361,31.992758, Fault, Slickenside,15,19,657.946777, 
4-25-19-2,104.637645,31.992422, Fault, Slickenside,6,341,656.738525, 
4-25-19-2,104.637645,31.992422, Fault, Slickenside,13,182,656.976562, 
4-25-19-2,104.637663,31.992419, Fault, Slickenside,13,189,658.015747, 
4-25-19-2,104.637663,31.992419, Fault, Slickenside,18,201,658.015747, 
4-25-19-2,104.637668,31.992423, Fault, Slickenside,39,193,658.430542, 
4-25-19-2,104.637654,31.992448, Fault, Slickenside,15,171,660.221191, 
4-25-19-2,104.637585,31.992472, Fault, Slickenside,14,194,656.799683, 
4-25-19-2,104.637544,31.992254, Fault, Slickenside,3,188,654.162109, 
4-25-19-2,104.637611,31.992356, Fault, Slickenside,2,167,652.360352, 
4-25-19-2,104.638017,31.992509, Fault, Slickenside,2,338,659.464722, 
4-25-19-2,104.638444,31.992762, Fault, Slickenside,29,330,657.904785, 
4-25-19-1,104.636354,31.991479, Fault, Slickenside,45,297,649.24707, 
5-20-19-16,105.174216,32.640969, Fault, Slickenside,77,285,979.315193, 
4-17-19-4,105.173583,32.641068, Fault, Slickenside,73,295,984.255867, 
4-17-19-2,104.932069,32.491383, Fault, Slickenside,31,154,828.547725, 
4-17-19-1,104.897832,32.447824, Fault, Slickenside,27,317,907.97788, 
4-16-19-11,104.128146,32.569778, Fault, Slickenside,27,171,1366.382136, 
4-16-19-9,104.064725,32.689899, Fault, Slickenside,14,299,1724.141666, 
4-16-19-8,104.056266,32.701378, Fault, Slickenside,43,227,1814.645275, 
4-16-19-7,104.023115,32.72542, Fault, Slickenside,21,109,2152.060555, 
4-16-19-7,104.023078,32.725071, Fault, Lineation,7,281,2159.622078, 
4-16-19-7,104.022961,32.724857, Fault, Lineation,11,122,2162.411873, 
4-16-19-7,104.022972,32.724839, Fault, Lineation,5,294,2166.335213, 
4-16-19-6,103.920421,32.771176, Fault, Slickenside,30,172,2734.92675, 
4-16-19-6,103.920409,32.771182, Fault, Slickenside,21,283,2733.712807, 
4-16-19-6,103.920476,32.771191, Fault, Slickenside,19,185,2732.94033, 
4-16-19-5,103.852032,32.761638, Fault, Slickenside,9,280,2989.088173, 
4-16-19-5,103.851974,32.761723, Fault, Slickenside,15,272,2989.980178, 
4-16-19-4,103.8464,32.760435, Fault, Slickenside,35,288,3016.728086, 
4-16-19-4,103.846086,32.759412, Fault, Slickenside,17,286,3024.720426, 
4-16-19-3,103.701021,32.740517, Fault, Slickenside,21,283,3902.404747, 
4-16-19-3,103.701073,32.740523, Fault, Slickenside,29,263,3901.5174, 
4-16-19-2,103.682096,32.750538, Fault, Slickenside,30,211,3740.436401, 
4-16-19-2,103.681802,32.75092, Fault, Slickenside,25,252,3746.898346, 
4-16-19-1,103.648343,32.74921, Fault, Slickenside,19,196,3366.222908, 
4-16-19-1,103.648333,32.749435, Fault, Slickenside,27,72,3362.061067, 
4-15-19-3,103.757941,31.785407, Fault, Slickenside,73,252,1660.99799, 
4-13-19-12,103.758717,31.783786, S, Fold Axis,73,30,1648.212158, 
4-15-19-3,103.758232,31.785597, S, Fold Axis,69,11,1646.246769, 
4-15-19-3,103.765054,31.788635, Fault, Slickenside,71,236,1646.991398, 
4-15-19-3,103.765054,31.788635, Fault, Slickenside,52,271,1643.039827, 
4-15-19-1,103.485546,31.087055, Pt, Slickenside,38,118,933.66777, 
4-15-19-6,103.716266,32.32173, Fault, Slickenside,49,2,2491.390886, 
4-14-19-10,103.716061,32.322203, Fault, Slickenside,51,34,2494.814297, 
4-14-19-9,103.720359,32.319934, Fault, Slickenside,27,273,2471.953213, 
4-14-19-9,103.720343,32.319972, Fault, Slickenside,26,305,2475.230313, 
4-14-19-9,103.720939,32.319979, Fault, Slickenside,20,298,2421.710293, 
4-15-19-5,103.720429,32.318529, Fault, Lineation,29,263,2475.991055, 
4-15-19-5,103.720446,32.318546, Fault, Slickenside,42,8,2478.353115, 
4-15-19-5,103.720425,32.318547, Fault, Slickenside,44,21,2481.637295, 
4-15-19-5,103.720181,32.318532, Fault, Slickenside,27,273,2482.352139, 
4-15-19-5,103.720274,32.318527, Fault, Slickenside,43,353,2485.60873, 
4-14-19-9,103.720327,32.318836, Fault, Slickenside,36,291,2472.548428, 
4-14-19-8,103.724501,32.300325, Fault, Slickenside,35,277,2478.843405, 
4-14-19-8,103.727091,32.298894, Fault, Slickenside,17,337,2495.50407, 
4-14-19-8,103.727098,32.298882, Fault, Lineation,13,224,2494.624611, 
4-14-19-8,103.727173,32.298871, Fault, Slickenside,16,269,2493.086489, 
4-14-19-8,103.727173,32.298871, Fault, Slickenside,14,275,2493.086489, 
4-14-19-7,103.73585,32.284384, Fault, Slickenside,15,308,2458.299963, 
4-14-19-7,103.735891,32.284208, Fault, Slickenside,28,302,2455.526712, 
4-14-19-6,103.753988,32.251544, Fault, Slickenside,14,36,2467.903943, 
4-14-19-3,103.77,32.164776, Fault, Slickenside,5,272,2709.158987, 
4-14-19-3,103.77424,32.167003, Fault, Slickenside,10,240,2715.430019, 
4-14-19-3,103.774238,32.167025, Fault, Lineation,15,75,2715.529629, 
4-13-19-12,103.759563,31.783255, Fault, Slickenside,54,321,1613.80232, 
4-13-19-12,103.759513,31.78322, S, Fold Axis,71,7,1615.227583, 
4-13-19-11,103.809897,31.765978, Fault, Slickenside,76,1,1605.627533, 
4-13-19-11,103.809924,31.765919, Fault, Slickenside,64,16,1606.269969, 
4-13-19-11,103.809989,31.765944, Fault, Slickenside,52,352,1600.280613, 
4-13-19-11,103.80988,31.765953, Fault, Slickenside,70,17,1597.986423, 
4-13-19-11,103.809913,31.766028, Fault, Slickenside,76,17,1591.901463, 
4-13-19-7,103.850884,31.703251, Fault, Slickenside,35,80,1574.687107, 
4-13-19-7,103.850928,31.703266, Fault, Slickenside,29,50,1580.621311, 
4-13-19-6,103.832055,31.692215, Fault, Slickenside,36,274,1782.896484, 
4-13-19-5,103.866283,31.698412, Fault, Slickenside,23,284,1631.48349, 
4-13-19-5,103.868857,31.699228, Fault, Slickenside,42,253,1653.864838, 
4-13-19-5,103.868857,31.699228, Fault, Slickenside,38,254,1653.864838, 
4-13-19-5,103.868857,31.699228, Fault, Slickenside,22,253,1653.864838, 
4-13-19-5,103.868857,31.699228, Fault, Slickenside,33,261,1653.864838, 
4-13-19-5,103.868857,31.699228, Fault, Slickenside,26,247,1653.864838, 
4-13-19-5,103.868857,31.699228, Fault, Slickenside,29,272,1653.864838, 
4-13-19-5,103.868857,31.699228, Fault, Slickenside,22,278,1653.864838, 
4-13-19-5,103.868857,31.699228, Fault, Slickenside,20,263,1653.864838, 
4-13-19-5,103.868857,31.699228, Fault, Slickenside,23,100,1653.864838, 
4-13-19-5,103.868857,31.699228, Fault, Slickenside,18,269,1653.864838, 
4-13-19-4,103.993917,31.755866, Fault, Slickenside,13,278,1271.220425, 
4-13-19-4,103.993829,31.755871, Fault, Slickenside,7,271,1250.364956, 
4-12-19-21,104.006497,32.045493, Fault, Slickenside,33,324,1341.597401, 
4-12-19-21,104.007183,32.045786, D, Fold Axis,67,94,1337.853016, 
4-12-19-21,104.007407,32.045602, Fault, Slickenside,39,327,1334.776356, 
4-12-19-20,104.01018,32.044074, D, Fold Axis,83,152,1316.611805, 
4-12-19-18,104.019056,32.022713, Fault, Slickenside,39,315,1254.830067, 
4-12-19-18,104.019416,32.022705, Fault, Slickenside,20,13,1268.56432, 
4-12-19-18,104.019429,32.022701, Fault, Slickenside,2,16,1240.719593, 
4-12-19-16,104.031592,32.012165, Fault, Slickenside,37,305,1199.889881, 
4-12-19-16,104.031867,32.011831, Fault, Slickenside,21,34,1200.891102, 
4-12-19-16,104.031601,32.012027, Fault, Slickenside,45,322,1195.314686, 
4-12-19-16,104.031783,32.011981, Fault, Slickenside,32,356,1190.073597, 
4-12-19-16,104.032212,32.011982, Fault, Slickenside,30,318,1202.417103, 
4-12-19-15,104.051384,31.998558, Fault, Slickenside,16,355,1151.187295, 
4-12-19-15,104.051359,31.998549, Fault, Slickenside,27,317,1152.808896, 
4-12-19-15,104.051334,31.99857, Fault, Slickenside,9,129,1152.006399, 
4-12-19-14,104.064731,31.97725, S, Fold Axis,74,270,1119.365616, 
4-12-19-11,104.075218,31.943479, Fault, Slickenside,10,311,1083.7444, 
4-12-19-11,104.075243,31.943466, Fault, Slickenside,25,303,1082.089127, 
4-12-19-10,104.071384,31.916927, Fault, Slickenside,61,254,1068.031143, 
4-12-19-10,104.071394,31.916983, Fault, Slickenside,64,248,1064.39064, 
4-12-19-10,104.07081,31.91653, Fault, Slickenside,25,192,1178.351578, 
4-12-19-10,104.0707,31.916587, Fault, Slickenside,45,227,1188.742447, 
4-12-19-3,104.159103,31.831026, Fault, Slickenside,6,299,919.532166, 
4-12-19-3,104.159103,31.831026, Fault, Slickenside,35,162,919.532166, 
4-12-19-3,104.159066,31.831064, Fault, Slickenside,42,138,916.681458, 
4-12-19-3,104.159101,31.831076, Fault, Slickenside,6,273,918.877502, 
4-12-19-1,104.269513,31.846366, Fault, Slickenside,49,302,788.848213, 
4-11-19-14,104.132981,32.121761, Fault, Slickenside,21,92,1256.008492, 
4-11-19-14,104.132981,32.121761, Fault, Slickenside,39,267,1256.008492, 
4-11-19-14,104.132991,32.12159, Fault, Slickenside,21,74,1254.901924, 
4-11-19-14,104.132851,32.121609, Fault, Slickenside,12,225,1251.63752, 
4-11-19-13,104.145266,32.136494, Fault, Slickenside,5,238,1211.642651, 
4-11-19-12,104.111679,32.229141, Fault, Slickenside,5,343,1292.28489, 
4-11-19-12,104.11126,32.229065, Fault, Slickenside,34,332,1290.892111, 
4-11-19-10,104.111033,32.207619, Fault, Slickenside,20,350,1243.26841, 
4-11-19-10,104.11102,32.207605, Fault, Slickenside,9,333,1242.613229, 
4-11-19-10,104.111076,32.20751, Fault, Slickenside,14,64,1243.472226, 
4-11-19-10,104.110951,32.207455, Fault, Slickenside,7,329,1242.977762, 
4-11-19-10,104.110965,32.207465, Fault, Slickenside,12,326,1242.325881, 
4-11-19-10,104.110973,32.207473, Fault, Slickenside,19,331,1242.119088, 
4-11-19-10,104.111135,32.207528, Fault, Slickenside,14,62,1242.477579, 
4-11-19-10,104.111132,32.207508, Fault, Slickenside,4,24,1240.917756, 
4-11-19-10,104.111184,32.2075, Fault, Slickenside,3,12,1241.134069, 
4-11-19-10,104.11125,32.207553, Fault, Slickenside,2,63,1241.587133, 
4-11-19-10,104.111066,32.207498, Fault, Slickenside,12,149,1242.717247, 
4-11-19-10,104.111119,32.207505, Fault, Slickenside,8,151,1241.796993, 
4-11-19-10,104.11112,32.207502, Fault, Slickenside,7,150,1242.164779, 
4-11-19-10,104.111096,32.207497, Fault, Slickenside,38,139,1241.875631, 
4-11-19-10,104.111599,32.207583, Fault, Slickenside,16,54,1240.344963, 
4-11-19-10,104.111618,32.207532, Fault, Slickenside,47,333,1240.37232, 
4-11-19-10,104.111577,32.207499, Fault, Slickenside,33,342,1240.334496, 
4-11-19-10,104.111577,32.207499, Fault, Slickenside,35,338,1240.334496, 
4-11-19-10,104.111576,32.2075, Fault, Slickenside,38,331,1240.212302, 
4-11-19-10,104.111608,32.207482, Fault, Slickenside,16,341,1239.113872, 
4-11-19-10,104.111613,32.207491, Fault, Slickenside,5,38,1238.280802, 
4-11-19-10,104.111596,32.207473, Fault, Slickenside,10,313,1238.646634, 
4-11-19-9,104.113507,32.196282, Fault, Slickenside,74,235,1270.067374, 
4-11-19-9,104.113537,32.196294, Fault, Slickenside,62,241,1269.691031, 
4-11-19-9,104.113494,32.196277, D, Fold Axis,53,100,1269.765096, 
4-11-19-9,104.113559,32.196238, D, Fold Axis,62,92,1272.891446, 
4-11-19-8,104.113801,32.189035, Fault, Slickenside,64,159,1246.531441, 
4-11-19-8,104.113804,32.189038, Fault, Slickenside,76,238,1247.511787, 
4-11-19-8,104.113782,32.189055, Fault, Slickenside,55,140,1243.984688, 
4-11-19-7,104.054078,32.199318, Fault, Slickenside,40,305,1369.932438, 
4-11-19-6,104.062637,32.20198, Fault, Slickenside,57,311,1517.091782, 
4-11-19-6,104.062637,32.20198, Fault, Slickenside,61,296,1517.091782, 
4-11-19-6,104.062637,32.20198, Fault, Slickenside,60,302,1517.091782, 
4-11-19-6,104.062637,32.20198, Fault, Slickenside,63,305,1517.091782, 
4-11-19-4,104.090593,32.197755, D, Fold Axis,63,112,1367.870879, 
4-11-19-3,104.094786,32.193803, D, Fold Axis,48,63,1333.95493, 
4-11-19-3,104.094786,32.193803, D, Fold Axis,37,71,1333.95493, 
4-11-19-1,104.100263,32.18766, Fault, Slickenside,17,329,1269.278384, 
4-11-19-1,104.100281,32.187653, Fault, Slickenside,5,320,1268.842002, 
4-11-19-1,104.100287,32.187674, Fault, Slickenside,8,322,1272.441841, 
4-10-19-9,104.101542,32.185617, Fault, Slickenside,21,7,1257.383247, 
4-10-19-9,104.101542,32.185617, Fault, Slickenside,19,351,1257.383247, 
4-10-19-9,104.101542,32.185617, Fault, Slickenside,28,354,1257.383247, 
4-10-19-9,104.101858,32.185256, Fault, Slickenside,19,230,1236.978096, 
4-10-19-9,104.101858,32.185256, Fault, Slickenside,17,242,1236.978096, 
4-10-19-9,104.10188,32.185188, Fault, Slickenside,10,332,1233.795357, 
4-10-19-9,104.101904,32.185256, Fault, Slickenside,18,243,1236.63105, 
4-10-19-9,104.101936,32.185232, Fault, Slickenside,19,241,1233.297937, 
4-10-19-9,104.101943,32.185227, Fault, Slickenside,8,347,1232.659502, 
4-10-19-9,104.101921,32.185223, Fault, Slickenside,13,327,1232.643132, 
4-10-19-9,104.101913,32.185252, Fault, Slickenside,5,336,1232.36679, 
4-10-19-6,104.136882,32.160063, D, Fold Axis,75,105,1131.394112, 
4-10-19-6,104.136845,32.159531, D, Fold Axis,26,121,1115.909248, 
4-10-19-6,104.136783,32.159535, D, Fold Axis,43,111,1117.288155, 
4-10-19-6,104.136706,32.159508, D, Fold Axis,40,105,1117.10688, 
4-10-19-6,104.13667,32.159196, Fault, Slickenside,26,299,1105.218697, 
4-10-19-6,104.136695,32.159267, D, Fold Axis,31,115,1107.370186, 
4-10-19-6,104.136618,32.159246, D, Fold Axis,26,113,1110.197456, 
4-10-19-3,104.147592,32.132766, S, Fold Axis,86,325,1093.702217, 
4-10-19-3,104.147807,32.133008, S, Fold Axis,80,63,1079.641304, 
4-10-19-2,104.149728,32.127528, S, Fold Axis,65,96,1048.426949, 
4-10-19-1,104.154457,32.121033, S, Fold Axis,58,84,1039.638382, 
4-10-19-1,104.154443,32.121021, S, Fold Axis,56,55,1039.159383, 
4-9-19-21,104.168657,32.088515, Fault, Slickenside,1,49,1010.159676, 
4-9-19-21,104.168736,32.08851, Fault, Slickenside,7,238,1008.810799, 
4-9-19-21,104.168585,32.088527, Fault, Slickenside,2,66,1014.699715, 
4-9-19-21,104.168565,32.088564, Fault, Slickenside,7,241,1008.890022, 
4-9-19-21,104.168523,32.088181, D, Fold Axis,42,77,1012.302376, 
4-9-19-21,104.168524,32.088199, D, Fold Axis,50,92,1007.676888, 
4-9-19-21,104.168507,32.088203, D, Fold Axis,49,95,1005.075081, 
4-9-19-18,104.109332,32.090703, Fault, Slickenside,42,297,1340.852791, 
4-9-19-18,104.10942,32.09071, Fault, Slickenside,46,286,1349.026009, 
4-9-19-18,104.109372,32.090681, Fault, Slickenside,43,322,1334.596443, 
4-9-19-18,104.109324,32.090689, Fault, Slickenside,26,293,1315.266928, 
4-9-19-18,104.109324,32.090689, Fault, Slickenside,17,295,1315.266928, 
4-9-19-17,104.104128,32.093543, S, Fold Axis,54,219,1368.167488, 
4-9-19-17,104.104091,32.093553, S, Fold Axis,43,216,1365.816536, 
4-9-19-14,104.095555,32.096161, D, Fold Axis,28,224,1527.412575, 
4-9-19-14,104.095625,32.096173, Fault, Slickenside,5,113,1525.115467, 
4-9-19-8,104.143866,32.059863, D, Fold Axis,44,243,1082.212654, 
4-9-19-8,104.143912,32.059832, D, Fold Axis,50,228,1087.179695, 
4-8-19-3,104.290961,31.905974, Fault, Slickenside,25,245,772.039139, 
4-8-19-3,104.290971,31.905971, Fault, Slickenside,25,259,773.396805, 
4-8-19-3,104.290964,31.905972, Fault, Slickenside,15,257,772.751053, 
4-8-19-3,104.290952,31.905982, Fault, Slickenside,16,254,774.114822, 
4-7-19-13,104.298052,31.894143, S, Fold Axis,25,53,780.67878, 
4-7-19-4,104.37113,31.866685, S, Fold Axis,34,265,729.395096, 
4-7-19-2,104.392888,31.86844, S, Fold Axis,0,68,761.615163, 
4-7-19-2,104.392906,31.868345, S, Fold Axis,12,80,760.180878, 
4-6-19-16,104.587412,31.777338, Fault, Slickenside,27,330,565.519409, 
4-6-19-15,104.582796,31.780764, Fault, Slickenside,10,301,556.986041, 
4-6-19-12,104.583742,31.825289, Fault, Slickenside,19,158,627.083009, 
4-6-19-12,104.583746,31.825294, Fault, Slickenside,25,157,624.188736, 
4-6-19-8,104.53861,31.868999, Fault, Slickenside,37,95,666.015271, 
4-6-19-8,104.53679,31.868293, Fault, Slickenside,18,162,658.263947, 
4-6-19-8,104.536458,31.867918, Fault, Slickenside,34,61,635.351971, 
4-6-19-6,104.51177,31.86305, Fault, Slickenside,79,222,640.13554, Possible landslide striations
4-6-19-6,104.511797,31.863096, Fault, Slickenside,9,237,640.13554, 
4-6-19-5,104.511752,31.863291, Fault, Slickenside,14,136,619.851116, 
4-6-19-5,104.511752,31.863291, Fault, Slickenside,7,80,619.851116, 
4-6-19-5,104.511752,31.863291, Fault, Slickenside,19,87,619.851116, 
4-6-19-5,104.511642,31.86332, Fault, Slickenside,13,256,633.865765, 
4-6-19-4,104.504618,31.86148, P, Slickenside,16,192,626.206629, 
4-6-19-4,104.504616,31.86149, D, Slickenside,39,118,625.979301, 
4-5-19-16,104.367535,31.783137, Fault, Slickenside,25,297,963.388397, 
4-5-19-15,104.36817,31.78343, Fault, Slickenside,35,353,919.022064, 
4-5-19-15,104.36817,31.78343, Fault, Slickenside,19,328,919.022064, 
4-5-19-15,104.368192,31.783666, Fault, Slickenside,18,334,919.944183, 
4-5-19-15,104.368234,31.783652, Fault, Slickenside,19,330,904.269379, 
4-5-19-15,104.368234,31.783652, Fault, Slickenside,37,86,904.269379, 
4-5-19-15,104.368234,31.783652, Fault, Slickenside,29,89,904.269379, 
4-5-19-15,104.368189,31.78385, Fault, Slickenside,31,73,1146.36496, 
4-5-19-5,104.399669,31.778933, Fault, Slickenside,38,338,784.413968, 
4-5-19-5,104.399643,31.778942, Fault, Slickenside,46,335,786.399994, 
4-5-19-4,104.402494,31.781431, Fault, Slickenside,34,336,768.683048, 
